S No,Product_Name,Product_Author,Book_Format,Sales_Price,Product_Rating,Genre,State,Region,Date,Cost_Price,Page_Count
238,The Reading List,Sara Nisha Adams,Paperback,8.99,5,Thriller,Ohio,Midwest,1/1/2023,6.97,194
239,Frankenstein,Mary Shelley,Paperback,5.47,4.5,Fantasy,California,West,1/1/2023,4.24,63
240,Dark Tides,Philippa Gregory,Paperback,8.99,4.5,Fantasy,Ohio,Midwest,1/1/2023,6.97,118
241,American Psycho,Bret Easton Ellis,Paperback,9.99,4.5,Romance,California,West,1/1/2023,7.74,125
242,Moby Dick,Herman Melville,Paperback,6.85,4.5,Sci-Fi,California,West,1/1/2023,5.31,108
243,A Man Called Ove,Fredrik Backman,Paperback,9.99,4.5,Thriller,New York,Northeast,1/1/2023,7.74,140
244,Grief Works,Julia Samuel,Paperback,10.9,4.5,Romance,West Virginia,South,1/1/2023,8.45,176
245,Empire,Conn Iggulden,Hardcover,22,4,Sci-Fi,Texas,South,1/1/2023,17.05,191
246,The Ghost Theatre,Mat Osman,Hardcover,16.9,4.5,Comedy,California,West,1/1/2023,13.1,118
247,Jane Eyre,Charlotte Bronte,Paperback,7.99,5,Poetry,California,West,1/1/2023,6.19,114
248,The Tattooist of Auschwitz,Heather Morris,Paperback,8.99,4.5,Poetry,Iowa,Midwest,1/1/2023,6.97,105
249,Close to Home,Michael Magee,Hardcover,14.9,4,Poetry,Pennsylvania,Northeast,1/1/2023,11.55,112
250,The Lincoln Highway,Amor Towles,Paperback,9.99,5,Thriller,North Carolina,South,1/1/2023,7.74,165
251,Love Marriage,Monica Ali,Digital,10.2,4.5,Poetry,California,West,1/1/2023,7.9,
252,Enter Ghost,Isabella Hammad,Hardcover,20,4.5,Poetry,California,West,1/1/2023,15.5,131
253,What Happens in Dubai,Sophie Gravia,Paperback,8.99,4.5,Non Fiction,Pennsylvania,Northeast,1/1/2023,6.97,191
254,Convenience Store Woman,Sayaka Murata,Paperback,9.99,4.5,Romance,California,West,1/1/2023,7.74,88
255,The Midwife of Auschwitz,Anna Stuart,Paperback,15.3,5,Romance,Ohio,Midwest,1/1/2023,11.86,128
256,The Satsuma Complex,Bob Mortimer,Hardcover,16.9,4.5,Fantasy,Arizona,West,1/1/2023,13.1,142
257,Finding Perfect,Colleen Hoover,Paperback,8.99,4.5,Thriller,Pennsylvania,Northeast,1/1/2023,6.97,176
258,The Pearl Sister,Lucinda Riley,Paperback,42,4.5,Non Fiction,Florida,South,1/1/2023,32.55,247
259,Silver Wishes,Anna Jacobs,Paperback,8.29,4,Thriller,Louisiana,South,1/1/2023,6.42,98
260,You Made a Fool of Death With Your Beauty,Akwaeke Emezi,Paperback,8.99,4,Sci-Fi,North Carolina,South,1/1/2023,6.97,130
262,"Forever, Interrupted",Taylor Jenkins Reid,Paperback,8.99,4.5,Sci-Fi,California,West,1/1/2023,6.97,90
263,Troubled Blood,Robert Galbraith,Paperback,9.99,5,Sci-Fi,New York,Northeast,1/1/2023,7.74,155
264,Old Babes in the Wood,Margaret Atwood,Hardcover,22,4.5,Thriller,Pennsylvania,Northeast,1/1/2023,17.05,187
265,Better Off Dead,Lee Child,Paperback,9.99,4.5,Thriller,Illinois,Midwest,1/1/2023,7.74,195
266,Traitors Gate,Jeffrey Archer,Hardcover,22,4.5,Thriller,Florida,South,1/1/2023,17.05,154
267,The Beach Holiday,Isabelle Broom,Paperback,8.99,4,Comedy,New Hampshire,Northeast,1/1/2023,6.97,103
268,Napoleon's Spy,Ben Kane,Hardcover,16.9,4.5,Comedy,California,West,1/1/2023,13.1,75
269,Piranesi,Susanna Clarke,Paperback,8.99,4.5,Romance,Florida,South,1/1/2023,6.97,173
270,The Goldfinch,Donna Tartt,Paperback,10.9,4.5,Non Fiction,Virginia,South,1/1/2023,8.45,87
271,The Poisonwood Bible,Barbara Kingsolver,Hardcover,9.99,4,Thriller,California,West,1/1/2023,7.74,73
272,The Summer Book,Tove Jansson,Digital,96,5,Non Fiction,California,West,1/1/2023,74.4,
273,The Murder of Roger Ackroyd,Agatha Christie,Paperback,9.99,4.5,Sci-Fi,California,West,1/1/2023,7.74,160
274,Rock Paper Scissors,Alice Feeney,Paperback,8.99,4.5,Romance,Ohio,Midwest,1/1/2023,6.97,146
275,Penance,Eliza Clark,Hardcover,14.9,4,Thriller,California,West,1/1/2023,11.55,184
276,The American Roommate Experiment,Elena Armas,Paperback,8.99,5,Comedy,Washington,West,1/1/2023,6.97,149
277,Kala,Colin Walsh,Hardcover,16.9,4,Thriller,California,West,1/1/2023,13.1,155
278,The List,Yomi Adegoke,Hardcover,14.9,4.5,Comedy,Ohio,Midwest,1/1/2023,11.55,122
279,"Girl, Woman, Other",Bernardine Evaristo,Paperback,28,4.5,Romance,California,West,1/1/2023,21.7,260
280,Dune,Frank Herbert,Paperback,9.99,4.5,Sci-Fi,Arizona,West,1/1/2023,7.74,113
281,My Father's House,Joseph O'Connor,Hardcover,20,4.5,Sci-Fi,New Jersey,Northeast,1/1/2023,15.5,146
282,Never,Ken Follett,Paperback,58,5,Poetry,California,West,1/1/2023,44.95,640
283,The Last Goodbye,Tim Weaver,Hardcover,97,1,Non Fiction,Arizona,West,1/1/2023,75.17,315
284,The Deal,Elle Kennedy,Digital,12.9,4.5,Fantasy,Georgia,South,1/1/2023,10,
285,The Happy Couple,Naoise Dolan,Hardcover,16.9,4.5,Sci-Fi,California,West,1/1/2023,13.1,131
286,Pride and Prejudice,Jane Austen,Paperback,5.99,4.5,Fantasy,Texas,South,1/1/2023,4.64,113
287,And Then There Were None,Agatha Christie,Hardcover,8.99,5,Romance,Idaho,West,1/1/2023,6.97,106
288,The Rabbit Hutch,Tess Gunty,Paperback,10.4,4.5,Thriller,Washington,West,1/1/2023,8.06,102
289,August Blue,Deborah Levy,Hardcover,18.9,4.5,Thriller,Illinois,Midwest,1/1/2023,14.65,114
290,The Herd,Emily Edwards,Paperback,9.99,5,Thriller,Texas,South,1/1/2023,7.74,158
291,The Marriage Portrait,Maggie O'Farrell,Hardcover,25,5,Comedy,Missouri,Midwest,1/1/2023,19.38,133
292,The Dressmaker's Gift,Fiona Valpy,Digital,8.99,5,Sci-Fi,California,West,1/1/2023,6.97,
293,Career of Evil,Robert Galbraith,Paperback,10.4,4.5,Fantasy,California,West,1/1/2023,8.06,137
294,Cloud Cuckoo Land,Anthony Doerr,Paperback,9.99,4,Poetry,Virginia,South,1/1/2023,7.74,131
295,Her Majesty's Royal Coven,Juno Dawson,Paperback,70,4,Fantasy,Ohio,Midwest,1/1/2023,54.25,660
296,Fresh Water for Flowers,Valerie Perrin,Paperback,9.99,5,Sci-Fi,Michigan,Midwest,1/1/2023,7.74,170
297,Love Untold,Ruth Jones,Hardcover,10.4,1.5,Thriller,Michigan,Midwest,1/1/2023,8.06,145
298,Nothing Ventured,Jeffrey Archer,Paperback,9.99,4.5,Thriller,Ohio,Midwest,1/1/2023,7.74,206
299,The End of the World Is Flat,Simon Edge,Paperback,8.99,4.5,Fantasy,California,West,1/1/2023,6.97,128
300,Freckles,Cecelia Ahern,Paperback,8.99,4.5,Poetry,Ohio,Midwest,1/1/2023,6.97,150
301,The White Knight,Scott Mariani,Paperback,8.99,4.5,Sci-Fi,Illinois,Midwest,1/1/2023,6.97,76
302,Animal Farm,George Orwell,Paperback,6.99,4.5,Poetry,Arizona,West,1/1/2023,5.42,86
303,Behind Closed Doors,B A Paris,Paperback,8.99,4.5,Thriller,Arizona,West,1/1/2023,6.97,157
304,Hidden in Plain Sight,Jeffrey Archer,Paperback,9.99,4.5,Poetry,South Dakota,Midwest,1/1/2023,7.74,132
305,Dracula,Ang Lee,Paperback,7.99,5,Sci-Fi,Michigan,Midwest,1/1/2023,6.19,165
306,The Offing,Benjamin Myers,Paperback,8.99,5,Poetry,New York,Northeast,1/1/2023,6.97,180
307,Legends & Lattes,Travis Baldree,Hardcover,16.9,5,Thriller,Ohio,Midwest,1/1/2023,13.1,139
308,The Flatshare,Beth O'Leary,Paperback,8.99,5,Fantasy,Michigan,Midwest,1/1/2023,6.97,88
310,The Sanatorium,Sarah Pearse,Digital,9.99,4.5,Sci-Fi,California,West,1/1/2023,7.74,
311,Cat Lady,Dawn O'Porter,Paperback,10.4,4,Fantasy,Montana,West,1/1/2023,8.06,117
312,Beneath a Scarlet Sky,Mark Sullivan,Paperback,9.64,5,Poetry,Nevada,West,1/1/2023,7.47,188
313,It,Stephen King,Paperback,10.9,5,Comedy,California,West,1/1/2023,8.45,154
314,You Should Have Told Me,Leah Konen,Paperback,7.99,4.5,Poetry,California,West,1/1/2023,6.19,66
315,Pachinko,Min Jin Lee,Paperback,8.99,5,Thriller,Pennsylvania,Northeast,1/1/2023,6.97,143
316,How to Stop Time,Matt Haig,Paperback,8.99,4.5,Thriller,Arizona,West,1/1/2023,6.97,115
317,Noughts & Crosses,Malorie Blackman,Hardcover,8.99,4.5,Comedy,Nevada,West,1/1/2023,6.97,155
318,Light Through the Vines,Fiona Valpy,Paperback,8.99,5,Thriller,Montana,West,1/1/2023,6.97,139
319,A Tidy Ending,Joanna Cannon,Paperback,8.99,4,Thriller,New York,Northeast,1/1/2023,6.97,147
320,Beach Read,Emily Henry,Paperback,8.99,4.5,Sci-Fi,California,West,1/1/2023,6.97,63
321,The Great Alone,Kristin Hannah,Paperback,9.99,5,Sci-Fi,Florida,South,1/1/2023,7.74,100
322,The Book of Evidence,John Banville,Paperback,9.99,4,Thriller,North Carolina,South,1/1/2023,7.74,110
323,Shantaram,Gregory David Roberts,Paperback,10.9,5,Comedy,California,West,1/1/2023,8.45,217
324,Lion,Conn Iggulden,Paperback,40,4.5,Poetry,California,West,1/1/2023,31,289
325,Uncle Paul,Celia Fremlin,Paperback,10.4,4,Comedy,Florida,South,1/1/2023,8.06,176
326,Tender is the Flesh,Sarah Moses,Paperback,76,4.5,Thriller,New Jersey,Northeast,1/1/2023,58.9,316
327,After I Do,Taylor Jenkins Reid,Paperback,8.99,4.5,Comedy,Illinois,Midwest,1/1/2023,6.97,136
328,Cilka's Journey,Heather Morris,Paperback,8.99,5,Comedy,Idaho,West,1/1/2023,6.97,177
329,The Virgin Suicides,Jeffrey Eugenides,Paperback,8.99,4.5,Fantasy,West Virginia,South,1/1/2023,6.97,144
330,Elektra,Jennifer Saint,Digital,8.99,4.5,Sci-Fi,Illinois,Midwest,1/1/2023,6.97,
331,Amongst Our Weapons,Ben Aaronovitch,Digital,9.99,4,Thriller,California,West,1/1/2023,7.74,
332,Point of Retreat,Colleen Hoover,Paperback,9.99,4.5,Fantasy,California,West,1/1/2023,7.74,153
333,The Last Thing He Told Me,Laura Dave,Paperback,8.99,4.5,Thriller,Missouri,Midwest,1/1/2023,6.97,228
334,Death to the Emperor,Simon Scarrow,Paperback,9.83,4.5,Poetry,Ohio,Midwest,1/1/2023,7.62,140
335,Norwegian Wood,Haruki Murakami,Paperback,9.99,5,Comedy,Virginia,South,1/1/2023,7.74,154
336,The Ink Black Heart,Robert Galbraith,Hardcover,25,4.5,Non Fiction,New Hampshire,Northeast,1/1/2023,19.38,174
337,Tales from the Cafe,Toshikazu Kawaguchi,Paperback,9.99,4.5,Sci-Fi,California,West,1/1/2023,7.74,171
338,Secretly Yours,Tessa Bailey,Paperback,10.4,4.5,Thriller,California,West,1/1/2023,8.06,106
339,Medusa,Jessie Burton,Paperback,8.99,4.5,Non Fiction,New York,Northeast,1/1/2023,6.97,144
340,Sorry Not Sorry,Sophie Ranald,Digital,9.99,4.5,Thriller,California,West,1/1/2023,7.74,
341,You Are Not Alone,Cariad Lloyd,Hardcover,18.9,5,Comedy,Nevada,West,1/1/2023,14.65,176
342,Beautiful Star,Yukio Mishima,Paperback,10.4,4,Comedy,California,West,1/1/2023,8.06,181
343,We Begin at the End,Chris Whitaker,Hardcover,9.99,4.5,Sci-Fi,Ohio,Midwest,1/1/2023,7.74,136
344,Norse Mythology,Neil Gaiman,Paperback,9.99,4.5,Sci-Fi,Pennsylvania,Northeast,1/1/2023,7.74,227
345,Once Upon A Broken Heart,Stephanie Garber,Paperback,88,5,Romance,California,West,1/1/2023,68.2,728
346,The Grapes of Wrath,Mr John Steinbeck,Paperback,10.4,4.5,Thriller,Nevada,West,1/1/2023,8.06,148
347,The Guest,Emma Cline,Hardcover,18.9,4.5,Poetry,North Dakota,Midwest,1/1/2023,14.65,123
348,Falling Hard for the Royal Guard,Megan Clawson,Digital,8.99,4.5,Romance,Missouri,Midwest,1/1/2023,6.97,
349,The Unlikely Pilgrimage Of Harold Fry,Rachel Joyce,Paperback,95,4.5,Non Fiction,California,West,1/1/2023,73.62,310
350,Watermelon,Marian Keyes,Paperback,99,4.5,Non Fiction,California,West,1/1/2023,76.73,424
351,The Retreat,Sarah Pearse,Paperback,9.44,4,Poetry,Illinois,Midwest,1/1/2023,7.32,97
352,10 Minutes 38 Seconds in this Strange World,Elif Shafak,Audio,9.99,4.5,Non Fiction,Pennsylvania,Northeast,1/1/2023,7.74,
353,Mad Honey,Jodi Picoult,Hardcover,16.9,5,Sci-Fi,Idaho,West,1/1/2023,13.1,104
354,Rebecca,Daphne Du Maurier,Paperback,8.99,4.5,Thriller,Missouri,Midwest,1/1/2023,6.97,168
355,Giovanni's Room,James Baldwin,Paperback,7.99,5,Thriller,North Carolina,South,1/1/2023,6.19,159
356,The Late Americans,Brandon Taylor,Hardcover,18.9,4,Thriller,Colorado,West,1/1/2023,14.65,119
357,The Gallows Pole,Benjamin Myers,Paperback,76,5,Thriller,Nevada,West,1/1/2023,58.9,467
358,The Love Letter,Lucinda Riley,Paperback,9.99,4.5,Sci-Fi,Illinois,Midwest,1/1/2023,7.74,130
359,Tom Gates: Excellent Excuses (And Other Good Stuff,Liz Pichon,Paperback,7.99,4.5,Comedy,Washington,West,1/1/2023,6.19,105
360,The Lost Bookshop,Evie Woods,Paperback,8.99,4,Comedy,Texas,South,1/1/2023,6.97,103
361,Our Wives Under The Sea,Julia Armfield,Paperback,9.99,4.5,Romance,Pennsylvania,Northeast,1/1/2023,7.74,123
362,Money,Martin Amis,Paperback,10.4,4.5,Sci-Fi,Texas,South,1/1/2023,8.06,145
363,Lethal White,Robert Galbraith,Audio,10.1,4.5,Thriller,Ohio,Midwest,1/1/2023,7.83,
364,The Spanish Love Deception,Elena Armas,Hardcover,8.99,4.5,Thriller,New York,Northeast,1/1/2023,6.97,121
365,People Person,Candice Carty-Williams,Paperback,8.99,4.5,Sci-Fi,New Hampshire,Northeast,1/1/2023,6.97,152
366,I Could Read the Sky,Timothy O'Grady,Paperback,19.9,4,Poetry,Florida,South,1/1/2023,15.42,189
368,Girl A,Abigail Dean,Paperback,8.99,4.5,Poetry,Florida,South,1/1/2023,6.97,111
369,My Brilliant Friend,Elena Ferrante,Paperback,90,4.5,Romance,North Dakota,Midwest,1/1/2023,69.75,352
370,The Quiet Tenant,Clemence Michallon,Hardcover,14.9,4,Sci-Fi,Arizona,West,1/1/2023,11.55,103
371,The Shards,Bret Easton Ellis,Hardcover,25,4.5,Comedy,New York,Northeast,1/1/2023,19.38,105
372,Stop Drinking Now,Allen Carr,Paperback,9.99,5,Poetry,Michigan,Midwest,1/1/2023,7.74,116
373,Whips,Cleo Watson,Hardcover,20,2.5,Comedy,Ohio,Midwest,1/1/2023,15.5,156
374,Funny You Should Ask,Elissa Sussman,Hardcover,13.9,4.5,Sci-Fi,North Carolina,South,1/1/2023,10.77,123
375,A Secret Garden Affair,Erica James,Hardcover,14.9,4.5,Sci-Fi,Missouri,Midwest,1/1/2023,11.55,111
376,Old God's Time,Sebastian Barry,Hardcover,18.9,5,Thriller,Missouri,Midwest,1/1/2023,14.65,215
377,The Power,Naomi Alderman,Paperback,9.99,4.5,Sci-Fi,Illinois,Midwest,1/1/2023,7.74,150
378,I Let You Go,Clare Mackintosh,Digital,8.99,4.5,Comedy,Florida,South,1/1/2023,6.97,
379,The Mission House,Carys Davies,Paperback,8.99,4.5,Poetry,New Jersey,Northeast,1/1/2023,6.97,132
380,Crime and Punishment,Fyodor Dostoyevsky,Paperback,9.99,4.5,Sci-Fi,North Carolina,South,1/1/2023,7.74,147
381,Morgan Is My Name,Sophie Keetch,Hardcover,16.9,4.5,Sci-Fi,California,West,1/1/2023,13.1,211
382,The Testaments,Margaret Atwood,Paperback,9.99,4.5,Romance,South Dakota,Midwest,1/1/2023,7.74,246
383,The Moon Sister,Lucinda Riley,Paperback,9.99,5,Thriller,North Carolina,South,1/1/2023,7.74,73
384,Weyward,Emilia Hart,Hardcover,14.9,4.5,Comedy,Florida,South,1/1/2023,11.55,157
385,Sparring Partners,John Grisham,Paperback,8.99,4.5,Sci-Fi,Illinois,Midwest,1/1/2023,6.97,173
386,The Count of Monte Cristo,Alexandre Dumas,Hardcover,6.85,5,Poetry,Virginia,South,1/1/2023,5.31,118
387,The Outsider,Albert Camus,Digital,8.99,4.5,Sci-Fi,Arizona,West,1/1/2023,6.97,
388,Conversations with Friends,Sally Rooney,Paperback,9.99,4.5,Sci-Fi,Minnesota,Midwest,1/1/2023,7.74,202
389,Priest,Sierra Simone,Paperback,8.99,4.5,Sci-Fi,Missouri,Midwest,1/1/2023,6.97,173
390,The Silmarillion,J. R. R. Tolkien,Paperback,9.99,4.5,Poetry,Minnesota,Midwest,1/1/2023,7.74,117
391,Red Rising,Pierce Brown,Paperback,9.99,5,Poetry,Illinois,Midwest,1/1/2023,7.74,109
392,Ariadne,Jennifer Saint,Digital,9.99,4.5,Thriller,Michigan,Midwest,1/1/2023,7.74,
393,The Silence of the Girls,Pat Barker,Paperback,9.99,4.5,Sci-Fi,Washington,West,1/1/2023,7.74,158
394,Kindred,Octavia E. Butler,Paperback,9.99,5,Thriller,Florida,South,1/1/2023,7.74,72
395,Her Last Holiday,C.L. Taylor,Paperback,8.99,4,Non Fiction,Florida,South,1/1/2023,6.97,188
396,The Talented Mr Ripley,Patricia Highsmith,Digital,9.99,4.5,Thriller,Pennsylvania,Northeast,1/1/2023,7.74,
397,Exes and O's,Amy Lea,Digital,8.99,4.5,Sci-Fi,Oregon,West,1/1/2023,6.97,
398,Seven Exes,Lucy Vine,Paperback,8.99,4,Comedy,New Hampshire,Northeast,1/1/2023,6.97,119
399,Brutes,Dizz Tate,Hardcover,14.9,4.5,Comedy,Florida,South,1/1/2023,11.55,157
400,Palazzo,Danielle Steel,Hardcover,22,4,Sci-Fi,Illinois,Midwest,1/1/2023,17.05,216
401,"Girl, Forgotten",Karin Slaughter,Paperback,8.99,4,Thriller,California,West,1/1/2023,6.97,134
402,Winter Garden,Kristin Hannah,Digital,9.43,5,Thriller,Arizona,West,1/1/2023,7.31,
403,The Serial Killer's Sister,Alice Hunter,Paperback,8.99,4.5,Comedy,California,West,1/1/2023,6.97,148
404,This Must Be the Place,Maggie O'Farrell,Paperback,9.99,4.5,Romance,Arkansas,South,1/1/2023,7.74,165
405,Small Pleasures,Clare Chambers,Paperback,8.99,4.5,Sci-Fi,Arizona,West,1/1/2023,6.97,78
406,The Brothers Karamazov,Fyodor Dostoyevsky,Hardcover,9.99,5,Comedy,Minnesota,Midwest,1/1/2023,7.74,127
407,Nightwork,Nora Roberts,Digital,10.4,4,Poetry,Florida,South,1/1/2023,8.06,
408,Open Water,Caleb Azumah Nelson,Paperback,9.99,4.5,Romance,California,West,1/1/2023,7.74,258
409,Heroes,Stephen Fry,Paperback,10.9,5,Poetry,California,West,1/1/2023,8.45,186
410,The House of Doors,Tan Twan Eng,Hardcover,20,4,Thriller,Louisiana,South,1/1/2023,15.5,126
411,The Things We Leave Unfinished,Rebecca Yarros,Paperback,9.44,5,Sci-Fi,Nevada,West,1/1/2023,7.32,174
412,Homegoing,Yaa Gyasi,Digital,8.99,4.5,Poetry,Nevada,West,1/1/2023,6.97,
413,The Humans,Matt Haig,Hardcover,8.99,5,Thriller,Illinois,Midwest,1/1/2023,6.97,128
415,The Switch,Beth O'Leary,Paperback,9.99,4.5,Non Fiction,New Jersey,Northeast,1/1/2023,7.74,210
416,From Lukov with Love,Mariana Zapata,Paperback,10.4,4.5,Sci-Fi,California,West,1/1/2023,8.06,150
417,The Old Man and the Sea,Ernest Hemingway,Hardcover,7.99,4.5,Fantasy,Pennsylvania,Northeast,1/1/2023,6.19,55
418,Once Upon a Time in Hollywood,Quentin Tarantino,Paperback,93,4.5,Non Fiction,Nevada,West,1/1/2023,72.08,417
419,The Lost Apothecary,Sarah Penner,Paperback,8.99,4.5,Poetry,Nevada,West,1/1/2023,6.97,80
420,The Help,Kathryn Stockett,Paperback,10.4,5,Romance,Missouri,Midwest,1/1/2023,8.06,144
421,The Hidden Secrets of Bumblebee Cottage,Christie Barlow,Paperback,9.05,5,Sci-Fi,North Carolina,South,1/1/2023,7.01,107
422,Metronome,Tom Watson,Paperback,8.99,4,Romance,Pennsylvania,Northeast,1/1/2023,6.97,128
423,The Hate U Give,Angie Thomas,Paperback,8.99,4.5,Thriller,Washington,West,1/1/2023,6.97,102
424,Anna Karenina,Leo Tolstoy,Hardcover,6.85,4.5,Comedy,Missouri,Midwest,1/1/2023,5.31,73
425,Tin Man,Sarah Winman,Paperback,9.99,4.5,Sci-Fi,California,West,1/1/2023,7.74,135
426,A Day of Fallen Night,Samantha Shannon,Hardcover,18.9,5,Sci-Fi,Florida,South,1/1/2023,14.65,218
427,Mayflies,Andrew O'Hagan,Paperback,9.99,4.5,Poetry,Illinois,Midwest,1/1/2023,7.74,146
428,Hostage,Clare Mackintosh,Paperback,8.99,4.5,Thriller,Ohio,Midwest,1/1/2023,6.97,149
429,Tomas Nevinson,Javier Marias,Hardcover,22,4,Romance,Texas,South,1/1/2023,17.05,144
430,The Love Song of Miss Queenie Hennessy,Rachel Joyce,Paperback,9.99,5,Comedy,Virginia,South,1/1/2023,7.74,162
431,The Picture of Dorian Gray,Oscar Wilde,Paperback,7.99,4.5,Romance,Michigan,Midwest,1/1/2023,6.19,91
432,What Just Happened?!,Marina  Hyde,Paperback,10.4,4,Thriller,North Carolina,South,1/1/2023,8.06,111
433,Atonement,Ian McEwan,Paperback,9.99,4.5,Poetry,Ohio,Midwest,1/1/2023,7.74,132
434,Stories of Your Life and Others,Ted Chiang,Paperback,9.99,4.5,Thriller,Texas,South,1/1/2023,7.74,203
435,The Shadow Cabinet,Juno Dawson,Hardcover,16.9,5,Thriller,Pennsylvania,Northeast,1/1/2023,13.1,134
436,Tress of the Emerald Sea,Brandon Sanderson,Hardcover,22,5,Thriller,Michigan,Midwest,1/1/2023,17.05,156
437,A Year of Marvellous Ways,Sarah Winman,Paperback,91,4.5,Comedy,Missouri,Midwest,1/1/2023,70.53,672
438,The Lido,Libby Page,Paperback,9.99,4.5,Poetry,Florida,South,1/1/2023,7.74,136
439,The Sixpenny Orphan,Glenda Young,Paperback,8.29,4,Thriller,Nebraska,Midwest,1/1/2023,6.42,83
440,Hooked,Emily McIntire,Paperback,9.44,4,Thriller,California,West,1/1/2023,7.32,139
441,The Queen of Dirt Island,Donal Ryan,Paperback,9.99,4,Poetry,California,West,1/1/2023,7.74,199
442,The Summer Trip,Isabelle Broom,Digital,7.99,4,Poetry,Illinois,Midwest,1/1/2023,6.19,
443,I'm Sorry You Feel That Way,Rebecca Wait,Paperback,8.99,4,Thriller,California,West,1/1/2023,6.97,112
444,Unfinished Business,Michael Bracewell,Hardcover,16.9,4,Thriller,California,West,1/1/2023,13.1,84
445,In Cold Blood,Truman Capote,Paperback,9.99,5,Romance,California,West,1/1/2023,7.74,199
446,Gild,Raven Kennedy,Digital,9.99,4.5,Comedy,Texas,South,1/1/2023,7.74,
447,Strange Sally Diamond,Liz Nugent,Hardcover,14.9,5,Thriller,Ohio,Midwest,1/1/2023,11.55,151
448,On Earth We're Briefly Gorgeous,Ocean Vuong,Paperback,9.99,4.5,Sci-Fi,California,West,1/1/2023,7.74,121
449,The Essential Kafka,Franz Kafka,Paperback,6.85,4.5,Poetry,New Hampshire,Northeast,1/1/2023,5.31,103
451,Do No Harm,Jack Jordan,Paperback,9.99,4.5,Comedy,California,West,1/1/2023,7.74,204
452,After You,Jojo Moyes,Paperback,9.99,4.5,Thriller,Missouri,Midwest,1/1/2023,7.74,156
453,Drive Your Plow Over the Bones of the Dead,Olga Tokarczuk,Paperback,8.99,4.5,Romance,Illinois,Midwest,1/1/2023,6.97,137
454,Tom Gates: Super Good Skills (Almost...),Liz Pichon,Paperback,7.99,4.5,Comedy,Pennsylvania,Northeast,1/1/2023,6.19,90
455,A Christmas Carol,Charles Dickens,Paperback,5.99,4.5,Thriller,Colorado,West,1/1/2023,4.64,93
456,Coming Up for Air,George Orwell,Paperback,8.99,4.5,Sci-Fi,Arkansas,South,1/1/2023,6.97,98
457,Swimming in the Dark,Tomasz Jedrowski,Paperback,8.99,5,Thriller,Idaho,West,1/1/2023,6.97,157
458,The Bandit Queens,Parini Shroff,Hardcover,16.9,4.5,Fantasy,California,West,1/1/2023,13.1,66
460,Jonathan Livingston Seagull,Richard Bach,Paperback,8.99,4.5,Comedy,Ohio,Midwest,1/1/2023,6.97,206
461,Great Circle,Maggie Shipstead,Paperback,9.99,5,Romance,Washington,West,1/1/2023,7.74,175
462,Bridgerton: An Offer From A Gentleman (Bridgertons Book 3),Julia Quinn,Paperback,57,4.5,Poetry,California,West,1/1/2023,44.18,290
463,A Game of Thrones,George R.R. Martin,Digital,9.99,4.5,Thriller,California,West,1/1/2023,7.74,
464,The Housekeepers,Alex Hay,Hardcover,16.9,5,Thriller,Arizona,West,1/1/2023,13.1,147
465,Station Eleven,Emily St. John Mandel,Paperback,73,4.5,Comedy,Texas,South,1/1/2023,56.58,488
466,When the Sky Falls,Phil Earle,Paperback,7.99,5,Fantasy,Texas,South,1/1/2023,6.19,139
467,The Poacher's Daughter,Margaret Dickinson,Paperback,9.24,4,Romance,Arizona,West,1/1/2023,7.16,122
468,The Five People You Meet In Heaven,Mitch Albom,Paperback,8.99,4.5,Sci-Fi,Pennsylvania,Northeast,1/1/2023,6.97,128
